hot,images,int,labels,path
"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[159 147 101]
  [132 143  97]
  [169 142 100]
  ...
  [ 29  19   9]
  [ 29  21  11]
  [ 48  33  12]]

 [[136 149  96]
  [120 143  97]
  [164 160 121]
  ...
  [  7   0   0]
  [ 37  23   0]
  [ 60  41   8]]

 [[123 146  92]
  [144 165 124]
  [165 172 141]
  ...
  [  6   4   1]
  [ 69  51  27]
  [ 61  38  10]]

 ...

 [[103 164  54]
  [120 170  77]
  [136 176  73]
  ...
  [197 209 194]
  [206 214 200]
  [205 211 196]]

 [[ 99 158  55]
  [127 177  81]
  [140 183  72]
  ...
  [190 204 187]
  [194 203 186]
  [213 220 203]]

 [[ 95 143  60]
  [119 165  65]
  [132 175  70]
  ...
  [204 216 207]
  [203 211 198]
  [198 204 186]]]",2,n2,input/training/n2/n2111.jpg
"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[ 69  61  50]
  [ 69  61  50]
  [ 54  46  35]
  ...
  [ 27  45  26]
  [ 22  39  20]
  [ 35  48  31]]

 [[ 70  59  49]
  [ 67  55  46]
  [ 59  51  40]
  ...
  [ 34  52  33]
  [ 19  35  16]
  [ 35  50  33]]

 [[ 54  43  34]
  [ 36  25  16]
  [ 43  36  25]
  ...
  [ 30  49  29]
  [ 24  39  21]
  [ 22  33  17]]

 ...

 [[ 53  65  19]
  [ 32  47   6]
  [150 168 142]
  ...
  [138 153 124]
  [114 129 100]
  [ 73  90  58]]

 [[156 171 149]
  [170 192 162]
  [167 189 159]
  ...
  [ 40  47  11]
  [100 104  73]
  [ 64  75  39]]

 [[ 92 121  80]
  [ 70 100  74]
  [ 40  53  33]
  ...
  [ 57  69  37]
  [ 62  69  35]
  [ 81  88  55]]]",2,n2,input/training/n2/n2143.jpg
"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[255 255 255]
  [255 254 255]
  [255 254 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 253]
  [255 255 253]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[ 96 107  81]
  [104 114  78]
  [105 119  71]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [253 253 253]
  [254 254 254]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [254 254 254]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",2,n2,input/training/n2/n2044.jpg
"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[119 156  88]
  [126 109  68]
  [195 153 123]
  ...
  [ 93 122  65]
  [104 120  57]
  [106 121  64]]

 [[116 154  85]
  [158 124  90]
  [184 139 116]
  ...
  [ 97 130  77]
  [108 127  66]
  [117 131  69]]

 [[116 142  75]
  [114  85  54]
  [192 161 136]
  ...
  [100 136  88]
  [117 138  80]
  [122 134  71]]

 ...

 [[129 133  98]
  [131 132  93]
  [133 131  92]
  ...
  [125 160 120]
  [ 91 141 120]
  [145 183 204]]

 [[131 132  98]
  [146 140 106]
  [154 146 108]
  ...
  [126 149  95]
  [118 154 123]
  [129 165 132]]

 [[138 140 105]
  [156 150 118]
  [162 157 120]
  ...
  [140 155 101]
  [148 166 121]
  [134 151  78]]]",2,n2,input/training/n2/n2123.jpg
"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[ 45  42  37]
  [ 43  39  36]
  [ 42  38  37]
  ...
  [215 118  65]
  [223 126  76]
  [223 127  79]]

 [[ 45  42  37]
  [ 43  39  36]
  [ 42  38  37]
  ...
  [208 111  58]
  [206 110  59]
  [217 123  72]]

 [[ 47  44  39]
  [ 43  39  36]
  [ 42  38  37]
  ...
  [237 138  86]
  [237 144  90]
  [235 146  88]]

 ...

 [[123  65  56]
  [120  64  49]
  [123  64  52]
  ...
  [ 77  52  45]
  [ 66  42  43]
  [ 96  63  51]]

 [[123  66  55]
  [120  62  51]
  [123  64  54]
  ...
  [ 63  46  41]
  [ 64  43  44]
  [ 98  61  52]]

 [[126  68  57]
  [125  67  56]
  [123  63  53]
  ...
  [ 66  48  43]
  [ 64  43  44]
  [109  72  63]]]",2,n2,input/training/n2/n2027.jpg
"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[159 147 101]
  [132 143  97]
  [169 142 100]
  ...
  [ 29  19   9]
  [ 29  21  11]
  [ 48  33  12]]

 [[136 149  96]
  [120 143  97]
  [164 160 121]
  ...
  [  7   0   0]
  [ 37  23   0]
  [ 60  41   8]]

 [[123 146  92]
  [144 165 124]
  [165 172 141]
  ...
  [  6   4   1]
  [ 69  51  27]
  [ 61  38  10]]

 ...

 [[103 164  54]
  [120 170  77]
  [136 176  73]
  ...
  [197 209 194]
  [206 214 200]
  [205 211 196]]

 [[ 99 158  55]
  [127 177  81]
  [140 183  72]
  ...
  [190 204 187]
  [194 203 186]
  [213 220 203]]

 [[ 95 143  60]
  [119 165  65]
  [132 175  70]
  ...
  [204 216 207]
  [203 211 198]
  [198 204 186]]]",2,n2,input/training/n2/n2053.jpg
"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[38 41 22]
  [32 36 19]
  [26 28 14]
  ...
  [36 40 16]
  [30 33 13]
  [25 28 12]]

 [[33 36 15]
  [34 37 18]
  [29 32 15]
  ...
  [37 41 18]
  [33 36 16]
  [28 31 14]]

 [[26 32 14]
  [28 32 16]
  [25 29 14]
  ...
  [37 40 19]
  [34 35 18]
  [32 33 19]]

 ...

 [[34 21  5]
  [34 20  6]
  [32 19  6]
  ...
  [93 75 49]
  [85 69 44]
  [97 80 54]]

 [[33 19  6]
  [34 20  7]
  [33 21  7]
  ...
  [89 71 47]
  [85 70 45]
  [86 72 46]]

 [[40 27 11]
  [33 19  6]
  [33 21  7]
  ...
  [89 72 44]
  [86 70 44]
  [91 75 50]]]",2,n2,input/training/n2/n2134.jpg
"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[ 22  59  28]
  [ 30  67  36]
  [ 32  71  40]
  ...
  [ 72 159  66]
  [ 77 108  52]
  [ 54  96  27]]

 [[ 25  55  21]
  [ 22  55  28]
  [ 14  54  25]
  ...
  [118 180 102]
  [143 151 104]
  [ 94 159  66]]

 [[ 17  46  13]
  [ 18  54  20]
  [ 22  65  31]
  ...
  [ 52 172  26]
  [145 190  98]
  [112 170  79]]

 ...

 [[183 143  91]
  [173 133  80]
  [193 149  99]
  ...
  [ 66  57  37]
  [104  95  84]
  [ 30  22  18]]

 [[170 125  78]
  [169 126  81]
  [185 147 102]
  ...
  [168 165 153]
  [147 144 137]
  [ 86  85  81]]

 [[206 163 118]
  [175 135  90]
  [158 120  76]
  ...
  [149 145 136]
  [147 144 138]
  [138 138 135]]]",2,n2,input/training/n2/n2022.jpg
"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[ 56  63  30]
  [ 53  60  27]
  [ 48  55  23]
  ...
  [169 182 126]
  [174 185 129]
  [176 187 131]]

 [[ 59  66  33]
  [ 55  62  29]
  [ 50  57  25]
  ...
  [178 190 134]
  [180 191 135]
  [182 193 137]]

 [[ 75  82  49]
  [ 55  62  29]
  [ 53  60  29]
  ...
  [183 193 137]
  [182 191 136]
  [184 193 138]]

 ...

 [[ 75  89  38]
  [ 73  87  36]
  [ 72  86  35]
  ...
  [ 65  39  21]
  [ 67  41  18]
  [ 86  60  30]]

 [[ 72  86  35]
  [ 71  85  33]
  [ 70  84  33]
  ...
  [ 71  46  23]
  [ 76  50  25]
  [ 87  60  31]]

 [[ 67  81  30]
  [ 66  80  29]
  [ 65  78  27]
  ...
  [ 68  45  22]
  [ 91  62  38]
  [ 85  52  24]]]",2,n2,input/training/n2/n2124.jpg
"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[150 162  64]
  [113 126  35]
  [ 78  94  10]
  ...
  [ 76  93   0]
  [ 73  89   0]
  [ 73  90   1]]

 [[154 174  47]
  [127 147  28]
  [ 93 111   8]
  ...
  [ 78  92   2]
  [ 73  85   0]
  [ 76  88   4]]

 [[144 166  33]
  [114 132  11]
  [112 123  21]
  ...
  [ 83  98   8]
  [ 86  98  15]
  [ 86  94  14]]

 ...

 [[ 43  69   4]
  [ 48  74  12]
  [ 44  70  12]
  ...
  [ 83  78  44]
  [ 82  75  46]
  [ 73  68  39]]

 [[ 55  74  11]
  [ 70  88  23]
  [ 91 105  38]
  ...
  [ 80  73  30]
  [ 66  59  19]
  [ 77  73  34]]

 [[ 67  77  17]
  [ 68  77  14]
  [ 68  77  11]
  ...
  [ 69  69  17]
  [ 58  60  11]
  [ 64  65  17]]]",2,n2,input/training/n2/n2149.jpg
"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[ 33  41  20]
  [ 30  42  17]
  [ 32  41  20]
  ...
  [ 44  58  23]
  [ 46  55  25]
  [ 42  56  23]]

 [[ 28  40  20]
  [ 31  41  20]
  [ 31  41  18]
  ...
  [ 57  67  34]
  [ 43  57  25]
  [ 41  56  25]]

 [[ 30  41  19]
  [ 28  40  19]
  [ 32  42  24]
  ...
  [ 49  60  35]
  [ 44  59  28]
  [ 42  57  27]]

 ...

 [[118  83  51]
  [121  84  50]
  [120  80  45]
  ...
  [ 94  48  19]
  [ 98  50  23]
  [ 83  40  17]]

 [[115  82  50]
  [119  86  48]
  [123  85  47]
  ...
  [ 90  44  18]
  [ 93  48  16]
  [ 83  41  17]]

 [[115  82  51]
  [121  85  48]
  [120  84  50]
  ...
  [ 77  38  13]
  [ 83  39  14]
  [ 80  43  17]]]",2,n2,input/training/n2/n2157.jpg
"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[122 188 127]
  [119 184 126]
  [120 185 127]
  ...
  [ 40 105  62]
  [ 41 106  63]
  [ 42 107  65]]

 [[121 186 128]
  [120 185 127]
  [121 186 128]
  ...
  [ 44 110  64]
  [ 44 106  65]
  [ 45 107  66]]

 [[123 188 130]
  [123 188 132]
  [123 188 132]
  ...
  [ 47 114  65]
  [ 45 110  67]
  [ 45 110  68]]

 ...

 [[244 196 148]
  [212 130  58]
  [220 150  97]
  ...
  [213 230 185]
  [214 233 187]
  [211 230 184]]

 [[238 179 127]
  [236 156  83]
  [254 206 156]
  ...
  [215 232 188]
  [213 232 187]
  [214 233 188]]

 [[235 163 109]
  [249 179 123]
  [238 184 135]
  ...
  [214 230 191]
  [215 231 192]
  [214 230 191]]]",2,n2,input/training/n2/n2033.jpg
"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[103 107  74]
  [ 52  58  31]
  [ 74  81  47]
  ...
  [ 87  91  77]
  [ 91  94  84]
  [110 114 100]]

 [[133 144  79]
  [119 129  65]
  [123 133  60]
  ...
  [ 83  89  74]
  [ 92 103  79]
  [ 98 104  77]]

 [[136 146  87]
  [148 157  99]
  [116 127  52]
  ...
  [ 83  91  69]
  [ 91 102  78]
  [ 87  93  66]]

 ...

 [[106 113 123]
  [109 116 126]
  [106 113 123]
  ...
  [ 38  49  41]
  [ 36  49  42]
  [ 37  50  43]]

 [[ 96 102 114]
  [102 108 120]
  [104 110 125]
  ...
  [ 33  44  36]
  [ 38  48  41]
  [ 37  46  42]]

 [[105 112 120]
  [109 116 124]
  [119 123 127]
  ...
  [ 27  35  26]
  [117 110 100]
  [ 51  42  46]]]",2,n2,input/training/n2/n2162.jpg
"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[254 254 254]
  [253 253 253]
  [253 253 253]
  ...
  [253 253 253]
  [253 253 253]
  [253 253 253]]

 [[254 254 254]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[254 254 254]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[254 254 254]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[254 254 254]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[254 254 254]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",2,n2,input/training/n2/n2035.jpg
"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[227 225 221]
  [229 227 230]
  [227 225 228]
  ...
  [205 219 201]
  [204 217 199]
  [204 218 204]]

 [[226 225 221]
  [227 225 228]
  [227 225 228]
  ...
  [204 219 200]
  [204 215 198]
  [202 219 203]]

 [[224 223 219]
  [226 224 227]
  [227 225 228]
  ...
  [203 217 199]
  [206 217 201]
  [203 224 210]]

 ...

 [[126  91  36]
  [121  89  40]
  [114  86  36]
  ...
  [108  58  22]
  [103  54  16]
  [115  66  28]]

 [[121  89  31]
  [116  86  35]
  [120  95  41]
  ...
  [134  86  53]
  [112  62  26]
  [114  65  24]]

 [[122  95  40]
  [116  89  34]
  [125  98  43]
  ...
  [132  84  45]
  [133  82  39]
  [111  63  21]]]",2,n2,input/training/n2/n2029.jpg
"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[ 79 102  39]
  [ 77  93  61]
  [ 57  83  40]
  ...
  [226 220 221]
  [231 222 221]
  [239 230 233]]

 [[ 71  92  34]
  [ 76  88  57]
  [ 61  92  40]
  ...
  [243 240 239]
  [242 237 241]
  [246 240 248]]

 [[ 59  82  25]
  [ 65  87  41]
  [ 58  87  22]
  ...
  [248 238 239]
  [246 236 235]
  [248 238 239]]

 ...

 [[ 83  65  58]
  [ 92  78  72]
  [ 65  52  46]
  ...
  [213 213 222]
  [217 217 231]
  [215 217 226]]

 [[ 94  86  81]
  [ 94  68  58]
  [114  88  84]
  ...
  [219 219 229]
  [213 211 216]
  [209 211 221]]

 [[ 84  58  49]
  [139 108 104]
  [140 109 104]
  ...
  [219 219 227]
  [222 222 233]
  [201 199 208]]]",2,n2,input/training/n2/n2067.jpg
"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[ 30  25  14]
  [ 27  23  13]
  [ 26  23  13]
  ...
  [229 220 191]
  [214 204 171]
  [240 235 211]]

 [[ 32  27  14]
  [ 29  25  14]
  [ 27  23  12]
  ...
  [202 189 159]
  [230 219 189]
  [249 245 228]]

 [[ 33  27  14]
  [ 32  25  15]
  [ 28  24  13]
  ...
  [132 120  96]
  [228 219 194]
  [243 235 211]]

 ...

 [[ 36  34  19]
  [ 30  27  17]
  [ 26  25  14]
  ...
  [ 97 100  48]
  [ 94  96  47]
  [ 88  92  44]]

 [[ 37  36  18]
  [ 29  26  17]
  [ 26  25  15]
  ...
  [ 99 104  50]
  [ 96 100  49]
  [ 92  97  46]]

 [[ 37  35  21]
  [ 30  28  17]
  [ 28  25  16]
  ...
  [103 111  53]
  [ 99 108  53]
  [ 93 101  49]]]",2,n2,input/training/n2/n2031.jpg
"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[  3  13  14]
  [  1  11  12]
  [  2  12  13]
  ...
  [  3  11  10]
  [  0  11   6]
  [  4  25  17]]

 [[  3  13  14]
  [  0  10  11]
  [  0   8   9]
  ...
  [  0   7   3]
  [  0  15  10]
  [  7  29  20]]

 [[  5  15  16]
  [  1  11  12]
  [  0   9  10]
  ...
  [  0  10   6]
  [  8  26  20]
  [  9  31  23]]

 ...

 [[171 162 191]
  [154 146 174]
  [173 167 195]
  ...
  [  9  56  32]
  [ 23  66  50]
  [ 42  81  73]]

 [[137 125 155]
  [153 142 172]
  [161 150 181]
  ...
  [ 17  63  40]
  [ 27  75  51]
  [  9  58  34]]

 [[159 151 176]
  [171 162 187]
  [164 156 179]
  ...
  [ 28  80  60]
  [ 12  63  44]
  [ 16  67  48]]]",2,n2,input/training/n2/n2120.jpg
"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[104 112  73]
  [115 130  85]
  [123 139  92]
  ...
  [ 59  73  38]
  [ 18  20   8]
  [ 13  12   7]]

 [[128 143  75]
  [110 123  80]
  [121 132  90]
  ...
  [ 59  70  38]
  [  8   9   2]
  [  6   5   3]]

 [[146 162  91]
  [101 116  71]
  [101 106  66]
  ...
  [ 51  61  31]
  [ 13  13   7]
  [  5   6   1]]

 ...

 [[ 86 123  56]
  [ 93 140  58]
  [113 156  67]
  ...
  [185 192 174]
  [183 191 178]
  [139 143 123]]

 [[ 90 119  61]
  [ 92 134  61]
  [109 151  62]
  ...
  [191 195 181]
  [193 205 191]
  [182 186 169]]

 [[ 84 108  53]
  [ 87 125  59]
  [104 143  68]
  ...
  [152 129  90]
  [188 198 187]
  [196 202 189]]]",2,n2,input/training/n2/n2156.jpg
"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[ 34 116  32]
  [ 32 125  42]
  [ 40 127  41]
  ...
  [ 42  79  62]
  [ 31  74  56]
  [ 19  67  48]]

 [[ 41 115  26]
  [ 42 125  35]
  [ 50 120  34]
  ...
  [ 42  81  63]
  [ 28  74  55]
  [ 14  66  52]]

 [[ 43 118  27]
  [ 45 124  35]
  [ 49 128  36]
  ...
  [ 34  82  60]
  [ 14  73  56]
  [  8  68  58]]

 ...

 [[ 50 106  89]
  [ 47  93  69]
  [ 50  86  56]
  ...
  [ 20 134  79]
  [ 39 142 105]
  [ 82 166 138]]

 [[ 34  96  74]
  [ 39  85  60]
  [ 49  81  52]
  ...
  [ 10 142  85]
  [ 61 161 116]
  [ 99 177 151]]

 [[ 22  90  62]
  [ 35  80  55]
  [ 46  77  46]
  ...
  [ 25 157 101]
  [ 78 169 123]
  [111 186 162]]]",2,n2,input/training/n2/n2152.jpg
"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[29 38 26]
  [35 46 38]
  [31 40 28]
  ...
  [41 62 43]
  [41 59 43]
  [37 55 39]]

 [[34 43 32]
  [38 49 41]
  [37 44 33]
  ...
  [44 63 44]
  [43 61 45]
  [39 56 40]]

 [[33 42 30]
  [33 43 36]
  [32 40 28]
  ...
  [46 63 45]
  [44 62 46]
  [40 59 43]]

 ...

 [[23 32 16]
  [42 50 37]
  [31 39 28]
  ...
  [26 28 14]
  [29 31 20]
  [27 31 19]]

 [[20 28 13]
  [50 63 51]
  [31 42 33]
  ...
  [26 28 15]
  [29 31 19]
  [26 31 17]]

 [[20 28 14]
  [51 72 65]
  [38 56 50]
  ...
  [25 31 20]
  [27 31 17]
  [26 30 17]]]",2,n2,input/training/n2/n2145.jpg
"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[ 91 104  78]
  [126 150 139]
  [159 177 199]
  ...
  [132 203 172]
  [ 57 126   1]
  [ 68 126   3]]

 [[ 99 121  85]
  [146 167 163]
  [160 178 201]
  ...
  [ 96 163 114]
  [ 38  80   0]
  [ 14  41   0]]

 [[115 142 114]
  [147 170 153]
  [158 176 199]
  ...
  [100 172  95]
  [ 64 115  41]
  [  6  41   0]]

 ...

 [[226 224 225]
  [228 226 227]
  [224 223 221]
  ...
  [ 25 118  64]
  [ 15  64  25]
  [  2  33   4]]

 [[233 231 231]
  [228 226 227]
  [212 211 204]
  ...
  [ 39 110  47]
  [ 26  79  45]
  [  4   9   7]]

 [[232 230 230]
  [223 221 222]
  [193 194 179]
  ...
  [ 44 130  40]
  [ 36  88  48]
  [  5   9   5]]]",2,n2,input/training/n2/n2132.jpg
"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[ 95 106  90]
  [ 95 106  90]
  [100 111  94]
  ...
  [ 87  90  69]
  [ 51  56  34]
  [ 58  63  41]]

 [[ 93 101  78]
  [ 92 100  77]
  [ 89  99  75]
  ...
  [ 87  90  71]
  [ 58  62  45]
  [ 61  65  48]]

 [[ 83  91  68]
  [ 87  95  72]
  [ 81  91  67]
  ...
  [ 49  51  38]
  [ 38  41  30]
  [ 41  44  33]]

 ...

 [[ 69  68  66]
  [ 65  64  62]
  [ 85  82  77]
  ...
  [200 199 204]
  [196 195 203]
  [190 189 197]]

 [[ 56  56  54]
  [ 57  57  55]
  [ 59  58  54]
  ...
  [151 157 170]
  [153 155 171]
  [149 152 168]]

 [[ 57  58  53]
  [ 73  74  69]
  [ 73  72  68]
  ...
  [122 127 147]
  [121 126 146]
  [121 126 146]]]",2,n2,input/training/n2/n2137.jpg
"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[ 43  48  25]
  [ 46  51  28]
  [ 44  49  26]
  ...
  [128 134  91]
  [128 134  90]
  [129 135  91]]

 [[ 54  61  30]
  [ 56  63  32]
  [ 51  58  27]
  ...
  [131 137  93]
  [133 139  95]
  [130 136  92]]

 [[ 58  65  32]
  [ 60  67  34]
  [ 56  63  30]
  ...
  [126 132  88]
  [127 133  89]
  [125 131  87]]

 ...

 [[ 57  32  12]
  [ 61  36  16]
  [ 60  35  15]
  ...
  [ 28  18   9]
  [ 27  17   8]
  [ 27  18   9]]

 [[ 45  25   9]
  [ 70  42  21]
  [ 55  31  19]
  ...
  [ 28  19  10]
  [ 24  15   6]
  [ 24  15   6]]

 [[ 43  24   8]
  [ 53  27   8]
  [ 63  39  25]
  ...
  [ 24  15   6]
  [ 23  14   5]
  [ 25  16   7]]]",2,n2,input/training/n2/n2116.jpg
"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[ 77  56  46]
  [ 76  56  45]
  [ 75  55  44]
  ...
  [ 10  12  11]
  [ 12  13  13]
  [  9  11  10]]

 [[ 70  50  39]
  [ 70  50  39]
  [ 71  51  40]
  ...
  [ 13  15  14]
  [ 15  17  15]
  [ 12  14  13]]

 [[ 70  50  39]
  [ 68  48  37]
  [ 69  49  38]
  ...
  [ 13  15  14]
  [ 14  16  15]
  [ 11  14  13]]

 ...

 [[242 246 230]
  [243 239 219]
  [245 226 206]
  ...
  [ 41  28  19]
  [ 36  27  20]
  [ 22  18  14]]

 [[240 248 230]
  [243 239 220]
  [246 226 206]
  ...
  [ 41  30  24]
  [ 36  29  23]
  [ 26  22  15]]

 [[234 240 223]
  [239 236 217]
  [245 228 207]
  ...
  [ 38  27  21]
  [ 36  29  23]
  [ 30  26  20]]]",2,n2,input/training/n2/n2155.jpg
"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[218 245 132]
  [213 240 124]
  [214 237 123]
  ...
  [214 231 120]
  [186 205  80]
  [128 148  43]]

 [[218 241 130]
  [215 235 123]
  [208 227 122]
  ...
  [210 231 124]
  [176 200  85]
  [127 149  51]]

 [[205 227 123]
  [193 212 123]
  [177 197 115]
  ...
  [217 238 135]
  [191 212 111]
  [162 180  78]]

 ...

 [[231 228 222]
  [231 225 206]
  [245 238 238]
  ...
  [ 40  19   8]
  [ 49  26  14]
  [ 52  25  11]]

 [[230 228 225]
  [232 234 226]
  [202 200 188]
  ...
  [ 46  25  17]
  [ 42  18  10]
  [ 43  22   9]]

 [[238 240 220]
  [235 236 224]
  [217 214 195]
  ...
  [ 35  21  12]
  [ 36  19   9]
  [ 39  21  10]]]",2,n2,input/training/n2/n2122.jpg
"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[57 71 34]
  [47 58 28]
  [37 47 22]
  ...
  [ 6  8  3]
  [ 7 12  1]
  [ 9 17  4]]

 [[46 58 25]
  [48 59 32]
  [35 48 22]
  ...
  [ 7  9  4]
  [12 16  6]
  [17 19  6]]

 [[53 64 31]
  [40 52 28]
  [29 42 17]
  ...
  [ 6  8  3]
  [11 16  5]
  [14 21  5]]

 ...

 [[54 62 11]
  [45 54 11]
  [26 36 10]
  ...
  [52 36 15]
  [71 52 24]
  [65 47 29]]

 [[40 51 11]
  [41 50 11]
  [25 36  7]
  ...
  [79 60 39]
  [69 49 29]
  [76 55 31]]

 [[36 43 10]
  [36 42 10]
  [25 35  6]
  ...
  [60 38 21]
  [68 50 30]
  [64 42 17]]]",2,n2,input/training/n2/n2147.jpg
"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[ 68  94  49]
  [ 72  93  60]
  [ 77  94  60]
  ...
  [170 226 135]
  [189 236 162]
  [209 249 195]]

 [[ 67  95  47]
  [ 74  95  56]
  [ 77  91  55]
  ...
  [188 237 165]
  [200 243 181]
  [212 249 193]]

 [[ 68  96  47]
  [ 73  96  54]
  [ 75  93  51]
  ...
  [197 236 179]
  [206 242 186]
  [213 244 194]]

 ...

 [[ 73  46  19]
  [ 74  42  17]
  [ 55  24   3]
  ...
  [ 77 115  15]
  [ 80 118   9]
  [ 85 124   8]]

 [[ 72  44  23]
  [ 71  39  18]
  [ 72  42  16]
  ...
  [ 50  85   2]
  [ 63  99   3]
  [ 68 106   0]]

 [[ 72  41  20]
  [ 78  48  27]
  [ 85  54  33]
  ...
  [ 29  59   6]
  [ 36  66   4]
  [ 44  73   2]]]",2,n2,input/training/n2/n2131.jpg
"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[[ 32  45  21]
  [ 44  60  24]
  [ 47  65  25]
  ...
  [ 74  73  38]
  [113 123  81]
  [111 128  81]]

 [[ 50  69  30]
  [ 56  72  32]
  [ 54  71  34]
  ...
  [ 42  57   3]
  [112 113  73]
  [112 125  79]]

 [[ 76  87  41]
  [ 77  88  41]
  [ 70  83  38]
  ...
  [ 29  54   1]
  [ 43  50  17]
  [102 112  73]]

 ...

 [[162 186  78]
  [164 188  79]
  [164 187  80]
  ...
  [ 92  83  47]
  [ 94  85  48]
  [ 97  88  51]]

 [[165 188  77]
  [166 188  80]
  [175 190  91]
  ...
  [ 96  88  48]
  [ 97  89  53]
  [106  95  56]]

 [[164 187  78]
  [168 189  84]
  [169 188  85]
  ...
  [ 99  91  51]
  [104  93  55]
  [127 107  63]]]",2,n2,input/training/n2/n2160.jpg
